No	発売日	タイトル	メーカー	価格
1092	1995/8/25	ヒューマングランプリ４ Ｆ１ドリームバトル	ヒューマン	11400
1093	1995/8/25	実戦！バスフィッシング必勝法 ＩＮ ＵＳＡ	サミー	9800
1094	1995/8/25	松方弘樹のスーパートローリング	トンキンハウス	9900
1095	1995/8/25	京楽・三洋・豊丸・大一・マルホン Ｐａｒｌｏｒ！パーラー！２　（パーラーパーラー２）	日本テレネット	11800
1096	1995/9/1	バトルロボット烈伝	バンプレスト	12800
1097	1995/9/1	柿木将棋	アスキー	12800
1098	1995/9/8	バウンティ・ソード	パイオニアLDC	11400
1099	1995/9/8	スーパー人生ゲーム２	タカラ	9800
1100	1995/9/14	クロックタワー	ヒューマン	11400
1101	1995/9/14	マリオのスーパーピクロス	任天堂	7900
1102	1995/9/14	桜井章一の雀鬼流麻雀必勝法	サミー	9980
1103	1995/9/15	スーパー鉄球ファイト！	バンプレスト	9000
1104	1995/9/15	アリスのペイントアドベンチャー	エポック社	8800
1105	1995/9/15	セント・アンドリュース 栄光と歴史のオールドコース	エポック社	9800
1106	1995/9/15	必勝７７７ファイターⅢ 黒竜王の復活	バップ	10800
1107	1995/9/22	超兄貴 爆烈乱闘篇	日本コンピュータシステム	11800
1108	1995/9/22	ドラゴンボールＺ 超悟空伝 覚醒編	バンダイ	10800
1109	1995/9/22	四柱推命学入門 真桃源郷	バンプレスト	11800
1110	1995/9/22	陣牌	バンプレスト	7800
1111	1995/9/22	新・将棋倶楽部	ヘクト	12800
1112	1995/9/22	美少女戦士セーラームーン～Ａｎｏｔｈｅｒ Ｓｔｏｒｙ～	エンジェル	11800
1113	1995/9/22	ジャングルストライク	EAV	9900
1114	1995/9/22	実況ワールドサッカー２ ＦＩＧＨＴＩＮＧ ＥＬＥＶＥＮ	コナミ	9980
1115	1995/9/22	朝日新聞連載 加藤一二三 九段 将棋 心技流	バリエ	12300
1116	1995/9/29	美食戦隊 薔薇野郎	ヴァージンインタラクティブ	9800
1117	1995/9/29	ハーメルンのバイオリン弾き	エニックス	9600
1118	1995/9/29	ダービージョッキー２	アスミック	9800
1119	1995/9/29	ウェディングピーチ	ケイエスエス	9800
1120	1995/9/29	全日本GT選手権	KANEKO	9980
1121	1995/9/29	ウィザードリィⅥ 禁断の魔筆	アスキー	12800
1122	1995/9/29	ＭＥＴＡＬ ＭＡＸ ＲＥＴＵＲＮＳ　（メタルマックス･リターンズ）	データイースト	12800
1123	1995/9/29	火の皇子　ヤマトタケル	東宝	10800
1124	1995/9/29	魔法騎士レイアース	トミー	9800
1125	1995/9/29	ホーリーアンブレラ ドンデラの無謀！！	ナグザット	9800
1126	1995/9/29	ヴェルヌ・ワールド	バンプレスト	11800
1127	1995/9/29	サージェント・サンダース・コンバット！	アスキー	12800
1128	1995/9/29	平安風雲伝	ケイエスエス	11800
1129	1995/9/29	ＡⅢ Ｓ．Ｖ．	パック・イン・ビデオ	10800
1130	1995/9/29	ＮＢＡ実況バスケットウイニングダンク	コナミ	10800
1131	1995/9/29	常勝麻雀 天牌	エニックス	8900
1132	1995/9/29	ノーマーク爆牌党 史上最強の雀士達	エンジェル	10800
1133	1995/9/29	HEIWAパチンコワールド２	ショウエイシステム	10800
1134	1995/9/30	聖剣伝説３	スクウェア	11400
1135	1995/10/6	すぱぽ～ん	ユタカ	5800
1136	1995/10/6	神聖紀オデッセリアⅡ	ビック東海	10800
1137	1995/10/6	タクティクス オウガ	クエスト	11400
1138	1995/10/6	激闘バーニングプロレス	BPS	10800
1139	1995/10/13	ハイパーイリア	バンプレスト	9600
1140	1995/10/13	ゲームの鉄人 ＴＨＥ上海	サンソフト	9980
1141	1995/10/20	ＲＩＮＧＳ アストラルバウト３	キングレコード	9800
1142	1995/10/20	マジカルドロップ	データイースト	8500
1143	1995/10/20	天地創造	エニックス	11800
1144	1995/10/20	スーパー花札２	アイマックス	9800
1145	1995/10/27	ジャスティス・リーグ	アクレイム ジャパン	11800
1146	1995/10/27	ジャッジ・ドレッド	アクレイム ジャパン	10900
1147	1995/10/27	バットマン フォーエヴァー	アクレイム ジャパン	11800
1148	1995/10/27	ガンガンガンチャン	マジファクト	8800
1149	1995/10/27	パネルでポン	任天堂	5800
1150	1995/10/27	ＳＤ Ｆ－１グランプリ	ビデオシステム	10900
1151	1995/10/27	魔天伝説 戦慄のオーパーツ	タカラ	10800
1152	1995/10/27	Ｌｉｇｈｔ ＦａｎｔａｓｙⅡ (ライトファンタジー2)	トンキンハウス	9900
1153	1995/10/27	クリスタルビーンズ フロム ダンジョンエクスプローラー	ハドソン	9500
1154	1995/10/27	天地無用！げ～む編	バンプレスト	10800
1155	1995/10/27	フォアマン フォー リアル	アクレイム ジャパン	11800
1156	1995/10/27	ウルトラベースボール実名版３	カルチャーブレーン	9800
1157	1995/10/27	テレビアニメ スラムダンク ＳＤヒートアップ！！	バンダイ	9800
1158	1995/10/27	白いリングへ Ｔｗｉｎｋｌｅ Ｌｉｔｔｌｅ Ｓｔａｒ	ポニーキャニオン	9980
1159	1995/10/27	パチスロ物語 パル工業スペシャル	ケイエスエス	10800
1160	1995/10/27	真 哭きの竜　麻雀飛翔伝	ベック	8900
1161	1995/11/2	紺碧の艦隊	エンジェル	10800
1162	1995/11/2	必殺パチンココレクション３	サンソフト	9980
1163	1995/11/10	全国縦断ウルトラ心理ゲーム	ヴィジット	9800
1164	1995/11/11	ロマンシング サ・ガ３	スクウェア	11400
1165	1995/11/17	レンダリング・レンジャーＲ２	ヴァージンインタラクティブ	10800
1166	1995/11/17	ブロックくずし	POW	5980
1167	1995/11/17	新スタートレック ザ・ネクストジェネレーション(大いなる遺産ＩＦＤの謎を追え)	徳間書店	9800
1168	1995/11/17	上海 万里の長城	サンソフト	9800
1169	1995/11/17	ロゴス・パニック ごあいさつ	ユタカ	9800
1170	1995/11/17	キャプテン翼J ザ･ウェイ･トゥ･ワールド･ユース	バンダイ	9800
1171	1995/11/17	全国高校サッカー２	四次元	9800
1172	1995/11/21	スーパードンキーコング２	任天堂	9800
1173	1995/11/24	鬼神童子ZENKI 電影雷舞	ハドソン	9980
1174	1995/11/24	ＭＩＧＨＴＹ ＭＯＲＰＨＩＮ ＰＯＷＥＲ ＲＡＮＧＥＲＳ	バンダイ	9800
1175	1995/11/24	魔女たちの眠り	パック・イン・ビデオ	10800
1176	1995/11/24	リーディングジョッキー２	カロッツェリアジャパン	9800
1177	1995/11/24	スーパー億万長者ゲーム	タカラ	9800
1178	1995/11/25	ゼロヨンチャンプＲＲ－Ｚ	メディアリング	11900
1179	1995/12/1	ロックマンＸ３	カプコン	9800
1180	1995/12/1	ちびまる子ちゃん めざせ！南のアイランド！！	コナミ	9000
1181	1995/12/1	おーちゃんのお絵かきロジック	サンソフト	6980
1182	1995/12/1	不思議のダンジョン２ 風来のシレン	チュンソフト	11800
1183	1995/12/1	Ｂ．Ｂ．ＧＵＮ　（ボールバレットガン）	アイマックス	11800
1184	1995/12/1	ＢＩＧ ＨＵＲＴベースボール	アクレイム ジャパン	11800
1185	1995/12/1	ドカポン外伝　炎のオーディション	アスミック	8800
1186	1995/12/1	パチ夫くんＳＰＥＣＩＡＬ３	ココナッツジャパンエンターテイメント	10800
1187	1995/12/8	ミッキーとドナルド マジカルアドベンチャー３	カプコン	9800
1188	1995/12/8	アメリカン バトルドーム	ツクダオリジナル	9800
1189	1995/12/8	す～ぱ～ぷよぷよ通	コンパイル	8800
1190	1995/12/8	クロックワークス	徳間書店	7800
1191	1995/12/8	美少女戦士セーラームーンＳｕｐｅｒＳ ふわふわパニック	バンダイ	7980
1192	1995/12/8	アンジェリーク プレミアムＢＯＸ	光栄	9800
1193	1995/12/8	ＭＡＳＴＥＲＳ Ｎｅｗ 遙かなるオーガスタ３	T&Eソフト	11800
1194	1995/12/8	スーパー桃太郎電鉄ＤＸ	ハドソン	9500
1195	1995/12/9	ドラゴンクエストＶＩ　幻の大地	エニックス	11400
1196	1995/12/15	ドラえもん４ のび太と月の王国	エポック社	9500
1197	1995/12/15	ニチブツアーケードクラシックス２ 平安京エイリアン	日本物産	5980
1198	1995/12/15	ＧＯ ＧＯ ＡＣＫＭＡＮ３	バンプレスト	9800
1199	1995/12/15	エミット バリューセット	光栄	19800
1200	1995/12/15	テイルズ オブ ファンタジア	ナムコ	11800
1201	1995/12/15	実況おしゃべりパロディウス	コナミ	9980
1202	1995/12/15	テーマパーク	EAV	11800
1203	1995/12/15	プリンセスメーカー Ｌｅｇｅｎｄ ｏｆ Ａｎｏｔｈｅｒ Ｗｏｒｌｄ	タカラ	9980
1204	1995/12/15	聖獣魔伝ビースト＆ブレイド	BPS	11000
1205	1995/12/15	ＪＢ ザ・スーパーバス	NGP	11800
1206	1995/12/15	スーパーブラックバス３	スターフィッシュデータ	11800
1207	1995/12/15	もってけ Ｏｈ！ドロボー	データイースト	9800
1208	1995/12/15	商人よ、大志を抱け！！	バンダイ	9800
1209	1995/12/15	本家・ＳＡＮＫＹＯ ＦＥＶＥＲ 実機シミュレーション２	BOSSコミュニケーションズ	10800
1210	1995/12/20	水木しげるの妖怪百鬼夜行	ケイエスエス	11800
1211	1995/12/22	ファイナルファイト タフ	カプコン	9980
1212	1995/12/22	がんばれゴエモン きらきら道中 僕がダンサーになった理由.	コナミ	9980
1213	1995/12/22	黄龍の耳	バップ	9980
1214	1995/12/22	３×３ＥＹＥＳ(サザンアイズ) 獣魔奉還	バンプレスト	10800
1215	1995/12/22	ザ・グレイトバトルＶ	バンプレスト	9800
1216	1995/12/22	月面のアヌビス	イマジニア	11800
1217	1995/12/22	ざくろの味	イマジニア	11800
1218	1995/12/22	ロードス島戦記	角川書店	10800
1219	1995/12/22	スーパーチャイニーズワールド３	カルチャーブレーン	9800
1220	1995/12/22	天外魔境ＺＥＲＯ	ハドソン	9980
1221	1995/12/22	ＳＤガンダム ＧＮＥＸＴ	バンダイ	12800
1222	1995/12/22	戦国の覇者 天下布武への道	バンプレスト	12800
1223	1995/12/22	ファーランドストーリー２	バンプレスト	12800
1224	1995/12/22	バトルサブマリン	パック・イン・ビデオ	9800
1225	1995/12/22	テクモスーパーボウルⅢ ＦＩＮＡＬ ＥＤＩＴＩＯＮ	テクモ	12800
1226	1995/12/22	スーパーファイヤープロレスリングＸ	ヒューマン	11900
1227	1995/12/22	将棋三昧	ヴァージンインタラクティブ	9800
1228	1995/12/27	最強 高田延彦	ハドソン	10900
1229	1995/12/28	三國志英傑伝	光栄	12800
1230	1995/12/29	イースV 失われた砂の都ケフィン	日本ファルコム	12800
1231	1995/12/29	スーパー将棋３ 棋太平	アイマックス	12800
1232	1995/12/29	大爆笑人生劇場 ずっこけサラリーマン編	タイトー	9800
1233	1995/12/29	京楽・三洋・豊丸・奥村・大一・マルホン Ｐａｒｌｏｒ！パーラー！Ⅳ　ＣＲ　（パーラーパーラー４）	日本テレネット	11800
1234	1995/12/29	対局囲碁 韋駄天	BPS	14800
1236	1996/1/12	魔導物語 はなまる大幼稚園児	徳間書店インターメディアカンパニー	9900
1237	1996/1/19	的中競馬塾	バンプレスト	9980
1238	1996/1/19	磯釣り 離島編	パック・イン・ビデオ	10800
1239	1996/1/19	京楽・三洋・豊丸・奥村・太陽 Ｐａｒｌｏｒ！パーラー！３　（パーラーパーラー３）	日本テレネット	11800
1240	1996/1/26	ＳＤガンダム Ｐｏｗｅｒ Ｆｏｒｍａｔｉｏｎ Ｐｕｚｚｌｅ	バンダイ	8800
1241	1996/1/26	ＭＡＤＡＲＡ ＳＡＧＡ 幼稚園戦記まだら	データム・ポリスター	9800
1242	1996/1/26	無人島物語	ケイエスエス	12800
1243	1996/1/26	信長の野望 天翔記	光栄	12800
1244	1996/1/26	スーパー野球道	バンプレスト	12800
1245	1996/1/26	平成軍人将棋	カロッツェリアジャパン	9800
1246	1996/1/26	囲碁倶楽部	ヘクト	12800
1247	1996/1/31	ＲＰＧツクール２	アスキー	12800
1248	1996/2/2	幕末降臨伝ＯＮＩ	バンプレスト	12800
1249	1996/2/9	ときめきメモリアル 伝説の樹の下で	コナミ	9980
1250	1996/2/9	バハムートラグーン	スクウェア	11400
1251	1996/2/9	将棋最強Ⅱ　実戦対局編	魔法	10800
1252	1996/2/16	プロ棋士人生シミュレーション 将棋の花道	アトラス	12800
1253	1996/2/23	ガンハザード	スクウェア	11400
1254	1996/2/23	バトルテック３０５０	アスク講談社	9800
1255	1996/2/23	鬼神童子ＺＥＮＫＩ 天地鳴動	ハドソン	9980
1256	1996/2/29	実況パワフルプロ野球３	コナミ	7500
1257	1996/2/29	スーパーファミスタ５	ナムコ	6980
1258	1996/3/1	晦-つきこもり-	バンプレスト	7800
1259	1996/3/1	鮫亀 ＋キャラカセット(付属品BSMC-ZS5J-JPN)	ハドソン	8980
1260	1996/3/1	レボリューションＸ	アクレイム ジャパン	11800
1261	1996/3/1	ドゥーム　（ＤＯＯＭ）	イマジニア	12800
1262	1996/3/1	機動戦士Zガンダム Ａｗａｙ ｔｏ Ｔｈｅ Ｎｅｗｔｙｐｅ	バンダイ	11800
1263	1996/3/1	ＮＦＬ クォーターバッククラブ’９６	アクレイム ジャパン	11800
1264	1996/3/1	レッスルマニア・ジ・アーケードゲーム	アクレイム ジャパン	11800
1265	1996/3/8	す～ぱ～ぷよぷよ通 リミックス	コンパイル	6800
1266	1996/3/8	銀河戦国群雄伝 ライ	エンジェル	10800
1267	1996/3/8	実戦パチンコ必勝法！２	サミー	7800
1268	1996/3/9	スーパーマリオＲＰＧ	任天堂	7500
1269	1996/3/15	ダービースタリオン９６	アスキー	12800
1270	1996/3/15	峠・伝説 最速バトル	BPS	10800
1271	1996/3/15	ブランディッシュ２ エキスパート	光栄	8800
1272	1996/3/15	カオスシード 風水回廊記	タイトー	9980
1273	1996/3/21	星のカービィ スーパーデラックス	任天堂	7500
1274	1996/3/22	ドレミファンタジー ミロンのドキドキ大冒険	ハドソン	6800
1275	1996/3/22	ＮＥＷヤッターマン 難題かんだいヤジロベエ	ユタカ	8800
1276	1996/3/22	実況競馬シミュレーション ステイブルスター 厩舎物語	コナミ	11800
1277	1996/3/22	イースV エキスパート	光栄	11800
1278	1996/3/22	スーパーロボット大戦外伝　魔装機神	バンプレスト	7800
1279	1996/3/22	９６全国高校サッカー選手権	魔法	7800
1280	1996/3/22	林海峯九段の囲碁大道	アスク講談社	14800
1281	1996/3/22	ギャンブル放浪記	バップ	8500
1282	1996/3/29	美少女戦士セーラームーンＳｕｐｅｒＳ 全員参加！！ 主役争奪戦	エンジェル	7980
1283	1996/3/29	忍たま乱太郎２	カルチャーブレーン	7800
1284	1996/3/29	新機動戦記ガンダムＷ Ｅｎｄｌｅｓｓ Ｄｕｅｌ	バンダイ	7500
1285	1996/3/29	ドラゴンボールＺ Ｈｙｐｅｒ Ｄｉｍｅｎｓｉｏｎ	バンダイ	7800
1286	1996/3/29	マップ＆コレクション（ＳＤガンダム ＧＮＥＸＴ専用）	バンダイ	3800
1287	1996/3/29	それいけエビス丸 からくり迷路	コナミ	5800
1288	1996/3/29	ＧＴレーシング	イマジニア	10800
1289	1996/3/29	アンジェリーク ヴォイス・ファンタジー	光栄	9800
1290	1996/3/29	美少女レスラー列伝 ブリザードＹｕｋｉ乱入	ケイエスエス	8000
1291	1996/3/29	スーパーファイヤープロレスリングＸ プレミアム	ヒューマン	8000
1292	1996/3/29	スーパーフォーメーションサッカー’９６　ＷＣＥ	ヒューマン	7500
1293	1996/3/29	京楽・三洋・マルホン Ｐａｒｌｏｒ！パーラー！５　（パーラーパーラー５）	日本テレネット	10800
1294	1996/4/5	ルドラの秘宝	スクウェア	8000
1295	1996/4/5	実戦パチスロ必勝法！山佐伝説	サミー	6900
1296	1996/4/12	音楽ツクール かなでーる	アスキー	9980
1297	1996/4/12	魔法陣グルグル２	エニックス	8000
1298	1996/4/19	蓬莱学園の冒険！　転校生スクランブル	J・ウイング	7980
1299	1996/4/26	トイ・ストーリー	カプコン	7500
1300	1996/4/26	スーパーボンバーマン４	ハドソン	7777
1301	1996/4/26	Ｊｕｍｐｉｎ’ Ｄｅｒｂｙ (ジャンピンダービー)	ナグザット	9800
1302	1996/4/26	スーパー競艇２	日本物産	8500
1303	1996/4/26	一発逆転！！ 競馬・競輪・競艇	POW	9800
1304	1996/4/26	Ｊリーグエキサイトステージ’９６	エポック社	7980
1305	1996/4/26	ＨＥＩＷＡパチンコワールド３	ショウエイシステム	7800
1306	1996/4/26	Ｐａｒｌｏｒ！Ｍｉｎｉ　（パーラーミニ）	日本テレネット	4900
1307	1996/5/14	ファイアーエムブレム 聖戦の系譜	任天堂	7500
1308	1996/5/24	すーぱーぐっすんおよよ２	バンプレスト	7800
1309	1996/5/24	トレジャーハンターＧ	スクウェア	7900
1310	1996/5/24	ごきんじょ冒険隊	パイオニアLDC	7980
1311	1996/5/31	すぱぽーんＤＸ	ユタカ	5800
1312	1996/5/31	サウンドノベルツクール	アスキー	8200
1313	1996/5/31	ダークハーフ	エニックス	8000
1314	1996/5/31	フィッシング甲子園	キングレコード	9800
1315	1996/6/1	Jリーグ’９６ ドリームスタジアム	ハドソン	7980
1316	1996/6/14	アラビアンナイト 砂漠の精霊王	タカラ	7800
1317	1996/6/14	ベストショットプロゴルフ	アスキー	8200
1318	1996/6/28	スーファミターボ	バンダイ	3980
1319	1996/6/28	スーファミターボ専用 SDウルトラバトル ウルトラマン伝説	バンダイ	3980
1320	1996/6/28	スーファミターボ専用 SDウルトラバトル セブン伝説	バンダイ	3980
1321	1996/6/28	スーファミターボ専用 ぽいぽい忍者ワールド	バンダイ	3980
1322	1996/6/28	パズル 忍たま乱太郎　忍術学園パズル大会の段	カルチャーブレーン	6980
1323	1996/6/28	す～ぱ～なぞぷよ通 ルルーの鉄腕繁盛記	コンパイル	9800
1324	1996/6/28	空想科学世界ガリバーボーイ	バンダイ	7800
1325	1996/6/28	トラバース	バンプレスト	7800
1326	1996/6/28	西陣パチンコ物語２	ケイエスエス	10800
1327	1996/6/28	Ｐａｒｌｏｒ！Ｍｉｎｉ２　（パーラーミニ２）	日本テレネット	4900
1328	1996/7/19	スターオーシャン	エニックス	8500
1329	1996/7/19	実況パワフルプロ野球’９６ 開幕版	コナミ	7500
1330	1996/7/19	海のぬし釣り	パック・イン・ビデオ	7800
1331	1996/7/19	スーファミターボ専用 ゲゲゲの鬼太郎 妖怪ドンジャラ	バンダイ	3980
1332	1996/7/19	スーパートランプコレクション２	ボトムアップ	5800
1333	1996/7/26	レナスⅡ　封印の使徒	アスミック	9980
1334	1996/7/26	スプリガン・パワード	ナグザット	9800
1335	1996/7/26	シムシティＪｒ．	イマジニア	8200
1336	1996/7/26	エナジーブレイカー	タイトー	7980
1337	1996/7/26	アースライト ルナ・ストライク	ハドソン	7980
1338	1996/7/26	スーファミターボ専用 ＳＤガンダムジェネレーション 一年戦争記	バンダイ	3980
1339	1996/7/26	スーファミターボ専用 ＳＤガンダムジェネレーション グリプス戦記	バンダイ	3980
1340	1996/7/26	テーブルゲーム大集合！将棋・麻雀・花札・トゥーサイド	バリエ	6800
1341	1996/8/2	大貝獣物語Ⅱ	ハドソン	8200
1342	1996/8/9	忍たま乱太郎すぺしゃる	カルチャーブレーン	8800
1343	1996/8/9	赤ずきんチャチャ	トミー	7800
1344	1996/8/9	牧場物語	パック・イン・ビデオ	7800
1345	1996/8/9	スーパーパワーリーグ４	ハドソン	7980
1346	1996/8/23	スーファミターボ専用 激走戦隊カーレンジャー 全開！レーサー戦士	バンダイ	3980
1347	1996/8/23	スーファミターボ専用 ＳＤガンダムジェネレーション アクシズ戦記	バンダイ	3980
1348	1996/8/23	スーファミターボ専用 ＳＤガンダムジェネレーション バビロニア建国戦記	バンダイ	3980
1349	1996/8/24	古田敦也のシミュレーションプロ野球２	ヘクト	8000
1350	1996/8/30	ナンバーズパラダイス	アクレイム ジャパン	8800
1351	1996/8/30	大戦略エキスパートＷＷⅡ	アスキー	9800
1352	1996/8/30	必殺パチンココレクション４	サンソフト	9980
1353	1996/8/30	本家・ＳＡＮＫＹＯ ＦＥＶＥＲ 実機シミュレーション３	BOSSコミュニケーションズ	7480
1354	1996/9/13	実況パワープロレスリング’９６	コナミ	7980
1355	1996/9/13	ペブルビーチの波濤Ｎｅｗ トーナメントエディション	T&Eソフト	8000
1356	1996/9/20	マジカルドロップ２	データイースト	7800
1357	1996/9/20	ウィザードリィ・外伝Ⅳ 胎魔の鼓動	アスキー	8000
1358	1996/9/27	スーファミターボ専用 クレヨンしんちゃん 長ぐつドボン	バンダイ	3980
1359	1996/9/27	スーファミターボ専用 美少女戦士セーラームーン セーラースターズ ふわふわパニック２	バンダイ	3980
1360	1996/9/27	モンスタニア	パック・イン・ビデオ	7800
1361	1996/9/27	スーファミターボ専用 ＳＤガンダムジェネレーション コロニー格闘記	バンダイ	3980
1362	1996/9/27	スーファミターボ専用 ＳＤガンダムジェネレーション ザンスカール戦記	バンダイ	3980
1363	1996/9/27	Ｐａｒｌｏｒ！Ｍｉｎｉ３　（パーラーミニ３）	日本テレネット	4900
1364	1996/9/27	スーパーニチブツマージャン４ 基礎研究編	日本物産	7500
1365	1996/10/4	ウイニングポスト２ プログラム’９６	光栄	9800
1366	1996/10/18	マーヴルスーパーヒーローズ ウォー オブ ザ ジェム	カプコン	7800
1367	1996/10/18	サラブレッドブリーダーⅢ	ヘクト	8200
1368	1996/10/25	タワードリーム	アスキー	8000
1369	1996/10/26	マーヴェラス もうひとつの宝島	任天堂	6800
1370	1996/11/23	スーパードンキーコング３ 謎のクレミス島	任天堂	6800
1371	1996/11/29	ＶＳ.コレクション	ボトムアップ	6980
1372	1996/11/29	スーパー人生ゲーム３	タカラ	5980
1373	1996/11/29	Ｐａｒｌｏｒ！Ｍｉｎｉ４　（パーラーミニ４）	日本テレネット	5800
1374	1996/11/29	ニチブツコレクション１	日本物産	7980
1375	1996/12/6	ドラゴンクエストⅢ　そして伝説へ…	エニックス	8700
1376	1996/12/6	桃太郎電鉄ＨＡＰＰＹ	ハドソン	8300
1377	1996/12/19	すごろく銀河戦記	ボトムアップ	6980
1378	1996/12/20	ストリートファイターＺＥＲＯ２	カプコン	7800
1379	1996/12/20	ドナルドダックのマウイマラード	カプコン	7500
1380	1996/12/20	ピノキオ	カプコン	7500
1381	1996/12/20	Ｃｕ－Ｏｎ－Ｐａ ＳＦＣ (クオンパ)	T&Eソフト	6800
1382	1996/12/20	Ｇ．Ｏ．Ｄ 目覚めよと呼ぶ声が聴こえ	イマジニア	7980
1383	1996/12/20	ボンバーマンビーダマン	ハドソン	5980
1384	1996/12/20	ミニ四駆 シャイニングスコーピオン レッツ＆ゴー！！	アスキー	8800
1385	1996/12/20	西陣パチンコ３	ケイエスエス	7800
1386	1996/12/27	マスク	ヴァージンインタラクティブ	9800
1387	1996/12/27	ドラゴンナイト４	バンプレスト	7980
1388	1996/12/27	ニチブツコレクション２	日本物産	7980
1389	1997/1/15	アルカノイド －Ｄｏｈ Ｉｔ Ａｇａｉｎ－	タイトー	4980
1390	1997/1/17	ＢＵＳＨＩ 青龍伝 二人の勇者	T&Eソフト	7980
1391	1997/1/17	プロ野球スター	カルチャーブレーン	6800
1392	1997/1/31	ピキーニャ！	アスキー	6800
1393	1997/1/31	ガンプル	アスキー	8000
1394	1997/1/31	ミランドラ	アスキー	7800
1395	1997/2/21	糸井重里のバス釣りＮｏ．１	任天堂	7800
1396	1997/2/28	忍たま乱太郎３	カルチャーブレーン	6980
1397	1997/2/28	スーパーボンバーマン５	ハドソン	6980
1398	1997/3/7	アニマニアクス	コナミ	5800
1399	1997/3/7	パチスロ完全攻略 ユニバーサル新台入荷Ｖｏｌ．１	日本シスコン	5980
1400	1997/3/14	キャスパー	KSS	4980
1401	1997/3/14	スーパーダブル役満Ⅱ	バップ	7500
1402	1997/3/15	実戦パチスロ必勝法！ＴＷＩＮ	サミー	5980
1403	1997/3/20	実況パワフルプロ野球３ ’９７春	コナミ	6800
1404	1997/3/28	ソリッドランナー	アスキー	8000
1405	1997/3/28	ダークロウ Ｍｅａｎｉｎｇ ｏｆ Ｄｅａｔｈ	アスキー	8000
1406	1997/3/28	Ｐａｒｌｏｒ！Ｍｉｎｉ５　（パーラーミニ５）	日本テレネット	4900
1407	1997/4/18	プロ麻雀 兵(つわもの)	カルチャーブレーン	6980
1408	1997/4/25	プロ野球熱闘ぱずるスタジアム	ココナッツジャパンエンターテイメント	7800
1409	1997/5/30	Ｐａｒｌｏｒ！Ｍｉｎｉ６　（パーラーミニ６）	日本テレネット	4980
1410	1997/8/1	ふね太郎	ビクターインタラクティブ(パックインソフト)	7800
1411	1997/8/29	Ｐａｒｌｏｒ！Ｍｉｎｉ７　（パーラーミニ７）	日本テレネット	4900
1412	1997/9/12	実戦パチスロ必勝法！Ｔｗｉｎ ｖｏｌ．２	サミー	5980
1413	1997/9/30	ＳＦメモリカセット	任天堂	3980
1414	1997/12/19	爆球連発！！ スーパービーダマン	ハドソン	4980
1416	1998/1/30	スーパーゲームボーイ２	任天堂	5800
1417	1998/1/30	ＨＥＩＷＡ Ｐａｒｌｏｒ！Ｍｉｎｉ８ パチンコ実機シミュレーションゲーム　	日本テレネット	5200
1418	1998/3/19	実況パワフルプロ野球BASIC’９８	コナミ	5800
1419	1998/3/27	星のカービィ３	任天堂	4800
1420	1998/4/24	ロックマン＆フォルテ	カプコン	5800
1421	1998/5/23	平成 新・鬼ヶ島 前編	任天堂	3800
1422	1998/5/23	平成 新・鬼ヶ島 後編	任天堂	3800
1423	1998/5/23	レッキングクルー’９８	任天堂	3800
1424	1998/8/25	ダービースタリオン９８	任天堂	6000
1425	1998/12/4	ミニ四駆レッツ＆ゴー！！ ＰＯＷＥＲ ＷＧＰ２	任天堂	3800
1426	1999/6/25	ＰＯＷＥＲ倉庫番	任天堂	4200
1427	1999/6/25	カービィのきらきらきっず	任天堂	4200
1428	1999/6/25	すってはっくん	任天堂	4200
1430	2000/1/21	ファイアーエムブレム トラキア７７６	任天堂	5200
1431	2000/11/29	メタルスレイダーグローリー ディレクターズカット プリライト版	任天堂	5780
